39|I've Got to Find a Way|I have to find a way -a-To make this all okay -a-I can't believe this small mistake -a-Could've caused so much heartache -a-Oh why, oh why? -a-Losing promise -a-I don't know what to do -a-Seeking answers -a-I fear I won't get through to you |3|13
40|A True, True Friend|A true, true friend helps a friend in need -a-To see the light that shines from a true, true friend -a-Rarity needs your help -a-She's trying hard, doing what she can -a-Would you try, just give it a chance -a-You might find that you'll start to understand -a-A true, true friend helps a friend in need -a-A friend will be there to help you see -a-A true, true friend helps a friend in need -a-To see the light that shines from a true, true friend -a-Applejack needs your help -a-She's trying hard, doing what she can -a-Would you try, just give it a chance -a-You might find that you'll start to understand -a-A true, true friend helps a friend in need -a-A friend will be there to help them see -a-A true, true friend helps a friend in need -a-To see the light that shines from a true, true friend -a-Pinkie Pie is in trouble -a-We need to get there by her side -a-We can try to do what we can now -a-For together we can be her guide -a-A true, true friend helps a friend in need -a-A friend will be there to help them see -a-A true, true friend helps a friend in need -a-To see the light that shines from a true, true friend -a-The townspeople need you -a-They've been sad for a while -a-They march around, face a-frown -a-And never seem to smile -a-And if you feel like helpin' -a-We'd appreciate a lot -a-If you'd get up there and spread some cheer -a-From here to Canterlot -a-A true, true friend helps a friend in need -a-A friend will be there to help them see -a-A true, true friend helps a friend in need -a-To see the light!  -a-That shines!  |3|13
41|Celestia's Ballad|You've come such a long, long way -a-And I've watched you from that very first day -a-To see how you might grow -a-To see what you might do -a-To see what you've been through -a-And all the ways you've made me proud of you -a-It's time now for a new change to come -a-You've grown up and your new life has begun -a-To go where you will go -a-To see what you will see -a-To find what you will be |3|13
42|Behold, Princess Twilight Sparkle|The Princess Twilight cometh -a-Behold, behold -a-A Princess here before us -a-Behold, behold, behold -a-Behold, behold  -a-The Princess Twilight cometh -a-Behold, behold  -a-The Princess is |3|13
43|Life in Equestria|Life in Equestria shimmers -a-Life in Equestria shines -a-And I know for absolute certain -a-That everything  -a-Yes, everything  -a-Yes, everything is certainly fine |3|13
44|Hearts Strong as Horses|We're the toughest little ponies in town -a-Got the moves, got the mojo, no harder working ponies around -a-We are a trio, work as a team -a-We'll be the first ponies out on the flag-waving scene -a-We get going when the going gets tough -a-We know our very best is just never enough -a-We're kinda short, but so what? We don't get defeated -a-We could take a little break, but we don't need it -a-We've got hearts as strong as horses -a-We've got hearts as strong as horses -a-We've got hearts as strong as horses -a-We've got hea -a-a-arts, hearts strong as horses -a-When we put our minds together, we can achieve -a-We're the Cutie Mark Crusaders, and you should believe -a-We've got determination to represent the nation -a-For the win -a-We've got hearts as strong as horses -a-We've got hearts as strong as horses -a-We've got hearts as strong as horses -a-And we're playing to win as we gallop to glory -a-We can conquer any challenge we're in -a-We've got hea -a-a-arts, hearts strong as horses -a-Hearts strong as horses -a-Got the moves, got the mojo... -a-No harder working pony around. -a-We are a trio, work as a team -a-We'll be the first ponies out on the flag-waving scene -a-We've got hearts as strong as horses -a-We've got hearts as strong as horses -a-We've got hearts as strong as horses -a-And we're playing to win as we gallop to glory -a-We can conquer any challenge we're in -a-We've got hea -a-a-arts, hearts strong as horses |4|5
45|Bats|Those vampire bats will give you a fright -a-Eating apples both day and night -a-They rest for a minute, maybe three -a-Then they're eatin' every apple in your apple tree -a-They don't care about nada, not zilch, no, nothin' -a-'Cept bringin' about an orchard's destruction -a-Now wait just a minute, there's another side to this -a-And if I did not defend them, then I would be remiss -a-These bats are mamas and papas too -a-They care for their young just like we ponies do -a-Oh, give me a break, you're bein' too kind -a-These creatures have a one-track mind -a-The orchard is not their restaurant -a-But do they ever think what others may want? -a-No! They don't! And that is just a fact -a-These bats, they simply don't know how to act -a-That's where I have to disagree -a-They're loyal to their family -a-Spreading seeds both far and wide -a-You see one comin', you'd better run and hide! -a-They're big and ugly and mean as sin -a-Will ya look at the state my trees are in? -a-They help your trees, they'll grow stronger faster -a-They've turned my life to a total disaster! -a-Well, I for one don't have a doubt -a-These vermin must be stamped right out -a-I second that, they've got to go -a-These bats, they've got to hit the road -a-It comes down to just one simple fact -a-They've crossed the line, it's time to fight them back! -a-Stop the bats! Stop the bats! -a-Make them go and not come back! -a-Stop the bats! Stop the bats! -a-Make them go and not come back! -a-Stop the bats! Stop the bats! -a-Make them go and not come back! -a-Yes, it comes down to just one simple fact |4|7
46|Generosity|Oh, Manehattan, what you do to me -a-Such a huge bustling community -a-And there's always opportunity -a-To do the friendly thing -a-If some are grouchy, pay no mind -a-Surprise instead with something kind -a-Lo and behold, you may just find -a-A smile is what you bring -a-Generosity, I'm here to show all that I can give -a-Generosity, I'm here to set the bar -a-Just sit back and watch how I live -a-Some may say, "Rarity, -a-Don't be so big-hearted and bold -a-Treating strangers like they're friends -a-This town's too big and cold" -a-But this is how I play my cards -a-I'm not about to fold -a-Where I see a frown, I go to town -a-Call me the smile patrol -a-Oh, Manehattan, what you do to us -a-What if you find a Gloomy Gus? -a-It's no intimidatin' thing -a-Just be kind without a fuss -a-Generosity, I'm here to show all that I can do -a-Generosity, you are the key -a-Manehattan, I'm here just for you -a-Just for you -a-Oh, Manehattan, what have I done? -a-The thought of Fashion Week was fun -a-But I went way too far -a-My friends gave to me in ways so kind -a-And I gave them nothing but a hard time -a-And now alone I stand |4|8
47|Apples to the Core|We've traveled the road of generations -a-Joined by a common bond -a-We sing our song 'cross the pony nation -a-From Equestria and beyond -a-We're Apples forever, Apples together -a-We're family, but so much more -a-No matter what comes, we will face the weather -a-We're Apples to the core -a-There's no place that I'd rather be -a-Than travelin' with my family -a-Friends all around come to join and see -a-As we sing out across the land -a-We're Apples forever, Apples together -a-We're family, but so much more -a-No matter what comes, we will face the weather -a-We're Apples to the core -a-We're peas in a pod, we're thick as thieves -a-Any cliché you can throw at me -a-We're here for each other, through thick and thin -a-You're always welcome with your Apple kin -a-Wheeeeee! -a-You're more fun than the color pink -a-Or balloons flying over your favorite drink -a-The love I feel here is swim, not sink -a-As we party across this land -a-We're Apples forever, Apples together -a-We're family, but so much more -a-No matter what comes, we will face the weather -a-We're Apples to the core! -a-We're Apples forever, Apples together -a-We're family, but so much more -a-No matter what comes, we will face the weather |4|9
48|Glass of Water|A little glass of water please -a-A fresh pressed hanky if I sneeze -a-Some tea with honey from the bees -a-Whenever you can brew it -a-And while I get a little rest -a-A teeny tiny small request -a-Some codfish oil for my chest -a-Poured from a crystal cruet -a-My goodness, I'm a nincompoop -a-Because I fear I've got the croup -a-I need a vat of pumpkin soup -a-And scarves made out of zinnias -a-Did I say zinnias? I meant silk -a-Or something shiny of that ilk -a-And then I'll need some nice warm milk -a-And pastries from Abyssinia -a-And since my stomach's feeling crummy -a-Why not give my aching tummy -a-Something soothing, something yummy -a-Piled up with noodles? -a-Add a slice of homemade rye -a-With stacks of Swiss way up high -a-Served with sides of sweet mince pie -a-I'll be grateful for your charity -a-Until the bitter end -a-Because I've heard that tenderness -a-Is what you lend an ailing friend |4|11
49|Pinkie the Party Planner|Every single day there's something new you can plan for -a-Every single day there's something wonderful to do -a-But nothing makes me happy like a day that I can say -a-"Today I planned a party, and it's just for you!" -a-Don't have much time to gather all the things I need -a-If I'm really gonna make this party fly -a-For today's another day that all of Ponyville will say -a-There goes the super party pony Pinkie Pie! -a-She planned our first foal shower where we played all sorts of games -a-Having so much fun as we chose Pound and Pumpkin's names -a-She planned my cute-ceañera my dad made me, I won't lie -a-I demanded all the best, I suppose she passed the test -a-Sure it was pretty good all thanks to Pinkie Pie -a-Every single day there's something new we can plan for -a-Every single day there's something wonderful to try -a-But nothing makes us happy like a day that we can say -a-"Today there'll be a party planned by Pinkie Pie!" -a-There's no other pony like her, no pony that could be -a-As great!  As fun!  |4|12
50|The Super Duper Party Pony|The super-duper party pony–that pony is me -a-I always knew that was the kind of pony I would be -a-But everypony told me, "Cheese, that fun just wastes the day" -a-But when I threw a party and I busted out some moves -a-The ponies finally saw the light and got into the groove -a-The super-duper party pony–that pony is me -a-You'll never meet another party pony quite like Cheese! -a-The super-duper party pony–that pony is me -a-You'll never meet another party pony quite like Cheese -a-C'mon, kid, take it for a spin! -a-Oh, when I throw a Cheese party, be sure to not be lame -a-And miss my pie fights, wacky kites, and streamers in your mane -a-Fizzy drinks, Hawaiian shirts, and brie fondue delight -a-You know that with Cheese Sandwich, you'll be partying all night! |4|12
51|Pinkie's Lament|For all my life, all I've wanted to do -a-Was make my friends want to smile true -a-But maybe I was wrong -a-And Pinkie Pie shouldn't plan parties at all -a-I'll try to get up on my hooves -a-And try a different task -a-I'll find something new to do -a-There's gotta be more to me than planning a party or two -a-I put away my party cannon, I deflated all my balloons -a-The bubbles all burst, now what is next for you? -a-For you... -a- got a hold of the music. -a-Oh, look at those happy faces -a-All the parties that I had thrown -a-I made them laugh, had such a blast -a-A smile that's all their own -a-They loved seeing me, the real Pinkie -a-Show them the time of their life like they've never known -a-Like they've never kno-o-own -a-I've got to get back out there, have to show them that I've tried -a-For there's only one great party pony -- that is Pinkie Pie -a-Won't let Cheese Sandwich beat me, won't let him get me down |4|12
52|The Goof Off|It's your birthday party, a very special day -a-I've got a song, it won't take long, I just wanted to say -a-Happy, happy, happy, happy -a-Happy, happy, happy, happy -a-Happy, happy, happy, happy birthday to you! -a-If you wanna be the life of the party -a-But you're feeling just a little uptight -a-Call the doctor, beg and plead -a-"Doctor, tell me what I need" -a-Try to put a little cheese in your knees! -a-Bubbles and balloons, bubbles and balloons -a-What's a birthday party without bubbles and balloons? -a-Star-shaped or trapezoid, look what I can do -a-Only Pinkie Pie can make a bubble shaped like you! -a-Just let yourself go floppy, for now this is your chance -a-Pretend you have no bones and do the rubber chicken dance! -a-Hit it, Boneless! -a-Cooler than a rubber chicken and tastier than cake -a-Come on, you, let's party down and do the Gummy shake! -a-Hit it, Gummy! Uh-huh! You know it! Shake it! -a-'Cause I like to make you smile, smile, smile -a-Yes I do -a-It fills my heart with sunshine all the while -a-Yes it does -a-'Cause all I really need's a smile, smile, smile -a-From these happy friends of mine -a-Roll out the party cannon -a-When you hear the party cannon song -a-Why should you compromise? Try this one on for size -a-'Cause nothing quite says cheer like the ringing in your ear |4|12
53|Cheese Confesses|I fear I told a little fib about my pony past -a-I hope that when you hear the truth, you will not be aghast -a-I wasn't quite the super party pony like I claimed -a-The fact is that I was so shy, nopony knew my name -a-I stumbled into Ponyville one afternoon by chance -a-And found the biggest ever celebration party dance -a-Everything was perfect, cheer was filling up the place -a-And I saw that everypony had a smile upon their face -a-I vowed that day to change my life, the past I did set free -a-For now Cheese Sandwich was a party pony full of glee -a-A super duper party pony -- that's what I became -a-I traveled all Equestria, and all did know my name -a-But that never would have happened on my own, I'll tell you why -a-For the one who threw that party, it was you, Pinkie Pie -a-Super duper party ponies -- that is me and you -a-A party thrown by one is good, but not as great as two -a-Come on and let's join forces, have twice the expertise |4|12
54|Make a Wish|Get your hooves up, party's starting out right now -a-Everypony, everypony get down -a-Time to make a wish, better make it right now -a-It's been a year and today is your birthday party -a-Make a wish, it's your birthday -a-Make a wish, it's your birthday party -a-Make a wish, it's your birthday |4|12
55|Music in the treetops|There's music in the treetops -a-And there's music in the vale -a-And all around the music fills the sky -a-There's music by the river -a-And there's music in the grass |4|14
56|Find the Music in You|Bum, bum, bum-ba-da, ba-da -a-Dum, bum, bum-ba-da ah -a-Bum, bum, bum-ba-da, ba-da  -a-Bum, bum, bum-ba-da ah  -a-Everypony's sayin' you should learn to express your voice -a-But if talk doesn't seem like it's the answer -a-Luckily you have a choice -a-Bum, bum, bum-ba-da, ba-da -a-Bum, bum, bum-ba-da ah -a-Bum, bum, bum-ba-da, ba-da  -a-Bum, bum, bum-ba-da ah  -a-Bum, bum, bum-ba-da, ba-da  -a-Bum, bum, bum-ba-da ah  -a-Trot outside and you see the sunshine -a-Something's in the air today -a-Sky is clear and you're feelin' so fine -a-Everything's gonna be a-okay -a-If you listen carefully -a-On every corner there's a rhythm playing -a-Then it happens suddenly -a-The music takes you over and you'll -a-Oh, o-o-oh -a-Everypony's sayin' you should learn to express your voice -a-But if talk doesn't seem like it's the answer -a-Luckily you have a choice -a-When you find you've got the music -a-Got the music in you -a-Find you've got the music -a-Got the music in you -a-Got the music, got the music in you! -a-Trot outside and see the sunshine -a-Something's in the air today -a-Sky is clear and you're feelin' so fine -a-Everything's gonna be a-okay -a-If you listen carefully -a-On every corner there's a rhythm playing -a-Then it happens suddenly -a-The music takes you over and you'll -a-Find the music -a-Deep down in your heart -a-You can find it, oh ye-eah -a-Got the music in you now -a-Ye-e-eah, got the music in you -a-Hey, find it, oh why, you can find it -a-In your heart, yeah, find the music, yeah -a-It's in you right now! Oh, yeah! -a-You can find the music! -a-Yeah, yeah, I love the music, ye— -a-There's music in the treetops -a-And there's music in the vale -a-And all around the music fills the sky -a-There's music by the river -a-And there's music in the grass -a-And the music makes your heart soar in reply -a-When you find you've got the music -a-You've got to look inside and find -a-Find you've got the music -a-The music deep inside you -a-Find you've got the music -a-'Cause when you look inside, you'll see it -a-Find you've got the music -a-You're gonna find it, gonna find -a-You've got the music -a-Got the music, got the music |4|14
57|Flim Flam Miracle Curative Tonic|A sickness that lies waiting there in every breath you breathe -a-Disease will up and grab you as it crawls from land and sea -a-It's amazing how infected that the natural world and all its things can be -a-Slip and fall, break or sprain something here tonight -a-But luckily for you, we've got the thing you need -a-And it's easier when all you need's the cure -a-The Flim Flam Miracle Curative Tonic -a-Is just what the doctor ordered, I'm sure -a-That's why you're so lucky we've got the thing for you -a-Just come on up, we've always got some more -a-Of the Flim Flam Miracle Curative Tonic -a-I won't need these crutches to dance out the door -a-Now some of you may suffer from feelings of despair -a-You're old, you're tired, your legs won't work, there's graying in your hair -a-Just listen and I'll tell you that you don't need to fear -a-Your ears will work, your muscles tone, your eyes will see so clear -a-Luckily for us, you've got the thing we need -a-The answer to our problems in a jar -a-The Flim Flam Miracle Curative Tonic -a-Is the greatest ever miracle by far! -a-Tonic... tonic... tonic... -a-It can make you shorter, taller, or even grow old -a-But who'd want that? -a-When with one drink -a-You can be young again– |4|20
58|The rappin' History of the Wonderbolts|Well, back in ancient times, there were the Wonderbolts of old -a-A general named Firefly, amazing and so... -a-Bold! -a-She brought them all together, spreading unity... -a-In flight! -a-Performing at their very best with wonder... -a-And with might! -a-There's Admiral Fairweather and the Colonel Purple... -a-Dart! -a-Gave Wonderbolts a bit of steel along with... -a-Lots of heart! -a-An admiral named Fairy Flight and general called... -a-Flash! -a-Helped the 'bolts fly super high... -a-With style and panache! -a-Commander Easyglider was the real cream of... -a-The crop! -a-For with her wicked moves, the Wonderbolts... -a-Soared to the top! -a-Wonderbolts, yeah! Wonderbolts... -a-Huh! -a-Wonderbolts, yeah! Wonderbolts... -a-Unh! -a-That is my rappin' history of the Wonderbolts! -a-Commander Easyglider was the real cream of the crop— -a-Well, I suggest you put down your silly cards of flash, |4|21
59|You'll Play Your Part|It isn't that I'm ungrateful -a-For all the things that I've earned, -a-For all the journeys I have taken, -a-All the lessons that I have learned -a-But I wonder where I'm going now, -a-What my role is meant to be -a-I don't know how to travel -a-To a future that I can't see -a-I have my wings, I wear this crown -a-I'm a princess, this is true -a-But it's still unclear to me -a-Just what I am meant to do -a-I wanna have a purpose -a-Wanna do all that I can -a-I wanna make a contribution -a-I want to be a part of the plan -a-Your destiny's uncertain -a-And that's sometimes hard to take -a-But it will become much clearer -a-With every new choice you make -a-Patience is never easy -a-I understand wanting more -a-I know how hard it is to wait -a-To spread out your wings and soar -a-But you stand here for a reason -a-You're gifted and you are strong -a-That crown is upon your head because -a-You belong -a-Know that your time is coming soon -a-As the sun rises, so does the moon -a-As love finds a place in every heart -a-We understand you wanting more -a-A chance to shine, a chance to soar -a-Soon will come the day it turns around -a-Know that your time is coming soon -a-As the sun rises, so does the moon |4|25
60|Let the Rainbow Remind You|Each one of us has something special -a-That makes us different, that makes us rare -a-We have a light that shines within us -a-That we were always meant to share -a-And when we come together -a-Combine the light that shines within -a-There is nothing we can't do -a-There is no battle we can't win -a-When we come together -a-There'll be a star to guide the way -a-It's inside us every day -a-See it now! See it now! -a-Let the rainbow remind you -a-That together we will always shine -a-Let the rainbow remind you -a-That forever this will be our time -a-Let the rainbow remind you |4|26
61|In Our Town|In Our Town, in Our Town -a-We don't have to wait -a-To find out that our destiny -a-Is just to emulate -a-In Our Town, in Our Town -a-We dare not compete -a-Winning only breeds the worst -a-Ego-filled conceit -a-In Our Town, in Our Town -a-We work as a team -a-You can't have a nightmare -a-If you never dream -a-Other ponies argue -a-Do you ever wonder why? -a-When you think your talent's special -a-You don't see eye-to-eye -a-There's just too many differences -a-That lead to disarray -a-But when you learn to act as one -a-It's like a holiday -a-In Our Town, in Our Town -a-We don't complicate -a-When you learn to simplify -a-Life is oh, so great -a-Join in our utopia -a-Come out of the dark -a-Banded by equality |5|1
62|Make This Castle A Home|Let's all work together -a-To make this castle shi-i-ine -a-Once we add some sparkle -a-It'll feel, it'll feel, it'll feel... -a-It'll feel divine -a-Crates of apples an' bales o' hay -a-Just makes ya feel at home -a-Furry friends and some popinjays -a-So she won't be alone -a-And we'll make, and we'll make, and we'll make -a-This castle a home -a-There's nothing like balloons and confetti -a-To greet you every time you walk through the door -a-She'll need this and those -a-Posters of all my heroes -a-How could anypony awesome ever ask for more? -a-And we'll make, and we'll make, and we'll make -a-A home she'll adore -a-Bright curtains of flowing silk and lace -a-This picture of me winning a race -a-Party cannons to give her a surprise -a-Hoes and rakes and some more garden supplies -a-Getting hugs from this nice, big, friendly bear -a-Decorate with some gemstones bright and rare -a-More of this and that -a-Don't forget the party hats -a-How could anypony awesome ask for more than that? -a-Let's all work together -a-To show that we have shown -a-Princess Twilight Sparkle -a-How we make, how we make, how we make -a-This castle a home -a-How we make, how we make -a-This castle a home -a-How we make, how we make -a-This castle a home! -a-It's not the things that ya gather 'round -a-It's not how much you own -a-The things that hold the meaning in your life -a-Are the memories you've sown -a-So we make, so we make, so we make -a-This castle a home -a-So we make, so we make -a-This castle a home -a-So we make, so we make |5|3
63|I'll Fly|When life gives you lemons -a-You can make lemonade -a-But life gave me Tank here -a-And my choice has long been made -a-No winter will come to Ponyville -a-I'll do it on my own -a-I will keep you by my side -a-So I will not be alone -a-And I'll fly, and I'll fly -a-Until the end of the sky -a-So I'll be the one who doesn't -a-Have to say goodbye -a-I'll clear the skies forever -a-So we won't be apart -a-I'll keep the weather warm for you -a-And the winter will never start -a-Weather-makers Pegasi -a-You make the seasons in the sky -a-I don't want to sabotage you -a-But you see, I've got to try -a-No winter can come here now -a-I'll keep the warmth and the sun somehow -a-I'm sorry, ponies, this has to be -a-For I need my friend and he needs me -a-I know it's wrong, but what does it matter? -a-'Cause nothing's gonna stop me now -a-I'll change it all, it's only the weather -a-And nopony's gonna bring me down -a-I'll keep the sunlight shining free -a-And I'll bust the clouds apart so you can stay with me -a-And I'll fly, and I'll fly -a-Until the end of the sky -a-So I'll be the one who doesn't -a-Have to say goodbye -a-I'll clear the skies forever -a-So we won't be apart -a-I'll keep the weather warm for you |5|5
64|Rules of Rarity|The rules of Rarity, guaranteed quality -a-This I can assure -a-For each and every dress -a-I vow to give finesse -a-With time, love, and couture -a-My favorite moment's when a pony sees it -a-That special gown that she just adores -a-That pony's now in style -a-My hard work's all worthwhile -a-Oh, yes, it makes my heart -a-My heart just soar -a-The rules of Rarity, just a parody -a-No dress here's unique -a-The panels all the same -a-Each colored windowpane -a-I fashion only makes me want to shriek! -a-Oh, to create would give me elation -a-To feel once again some inspiration -a-Come on now, Rarity -a-Give me some clarity -a-Time for your couture love to rule -a-The rules of Rarity, extra TLC -a-This feels more sublime -a-Soon now, they will see how good these can be -a-With a little extra shine -a-The rules of Rarity, guaranteed quality -a-All can see it's true -a-These new gems add such flair -a-Their beauty can't compare -a-This old style suddenly gleams anew -a-The rules of Rarity -a-Once stood for something -a-But now it feels just like some factory -a-Now every dress I make -a-With every flaw and mistake -a-Oh, how it makes my heart -a-My heart just break -a-My favorite moment's when a pony sees it -a-That special gown that she just adores -a-That pony's now in style -a-My hard work's all worthwhile -a-Oh, yes, it makes my heart |5|14
65|Sisterhood|Sisterhood -a-Is a special kind of friend -a-Sisterhood |5|17
66|We'll Make Our Mark|We've been searchin' for our cutie marks -a-For a while now -a-Tryin' to find out how we fit in -a-So many ways we've tried before -a-But we keep on tryin' more -a-'Cause the Cutie Mark Crusaders don't give in -a-We'll make our mark -a-One way or another -a-We'll make our mark -a-On the day that we discover |5|18
67|The Vote|It's time to make a change -a-This is our chance -a-Don't be afraid to do what's right -a-He's it! Vote for Pip! -a-We got an opportunity -a-To have fun again -a-A vote for Pip, and you can join the fight -a-It's time for a new leader -a-It's time to make a change -a-We're here to fight for what we believe -a-It's finally time we beat her -a-And play a better game -a-'Cause when we vote together -a-There's nothing that we can't achieve -a-I don't believe what I am hearing -a-I'm the only one you should be cheering -a-Pipsqueak? Try "Pip's weak!" Don't you think? -a-But a diamond is perfection -a-It's natural selection -a-So your vote better be for me, not the weakest link -a-Everypony has their little secrets -a-A vote for me will help you keep them safe -a-Like your creepy super strength! -a-Or your mane extension -a-A little thing I won't mention -a-Or those freakish large teeth in your face! -a-You've gotta vote for change -a-It's time for a new leader -a-End all the tyranny -a-Vote now and we can beat her -a-It's now another day -a-And we believe in what's right -a-Vote for Pip! Vote for Pip! -a-Our victory is in sight -a-I've a tiny suggestion -a-That you should be aware -a-You could probably win this election -a-If you show them all you real— -a-Vote! -a-Stand strong and don't be afraid, ponies -a-Let's free ourselves from the past -a-For Pip! -a-Vote! -a-He's it! Vote for Pip! Vote! -a-We'll let honor win out against the tyranny -a-And make a change that will last -a-For Pip! -a-Vote! -a-Vote for Pip! -a-It's time for a new leader -a-It's time to make a change -a-We're here to fight for what we believe -a-Vote for Pip! -a-It's finally time we beat her -a-And play a better game -a-'Cause when we vote together -a-There's nothing that we can't achieve |5|18
68|The Pony I Want to Be|If I'm a diamond -a-Then why do I feel so rough? -a-I'm as strong as a stone -a-Even that's not enough -a-There's something jagged in me -a-And I've made such mistakes -a-I thought that diamonds were hard -a-Though I feel I could break -a-Would you believe -a-That I've always wished I could be somepony else? -a-Yet I can't see -a-What I need to do to be the pony I want to be -a-I've been told my whole life -a-What to do, what to say -a-Nopony showed me that -a-There might be some better way -a-And now I feel like I'm lost -a-I don't know what to do -a-The ground is sinking away -a-I'm about to fall through -a-Would you believe -a-That I've always wished I could be somepony else? -a-Yet I can't see -a-What I need to do to be the pony I want to be |5|18
69|Light of Your Cutie Mark|Cutie Mark Crusaders, get out of my way -a-Those ponies need to know the truth -a-And they'll hear it from me -a-Stop! Diamond Tiara, this is not the way -a-You know you're better than this hostility -a-You don't even know me at all -a-Don't understand the meaning of my fall -a-What my family would think if I ever -a-Fail at anything -a-I'm a diamond – that means you'll never break -a-No matter what be the cost of the path I take -a-Whatever I have to do to win in the end -a-Stop! This is not the answer -a-Wait! And it's plainly seen -a-Listen! You can redeem yourself -a-But by helping others, not by being mean -a-We know you want friends who admire you -a-You want to be the star with all the power too -a-But there's a better way, there's a better wa -a-ay -a-There's so much more still left to -a-Learn about yourself -a-See the light that shines in you -a-We know you can be somepony else -a-You can stop right now -a-And try another start -a-You'll finally free yourself from the dark -a-And see the light |5|18
70|The Pony I Want to Be|We'll build a playground -a-For all of us to enjoy -a-So full of games -a-There's enough for each girl and boy -a-I want to help and do -a-Everything that I can -a-I'm here to show you I changed -a-Listen up, here's the plan -a-Bring it in! That's right, keep it coming! Hey there, you with the amazing strength. Can you help them move that merry-go-round across the lawn? Thank you so much! And you with the super teeth, we need you to help with that teeter-totter. You got it! That's the spirit! -a-There's so much I can do -a-To help everypony else -a-I see the light that shines in me -a-I know I can be my better self -a-I can free the past -a-'Cause now the future's bright for me -a-My cutie mark has set me free -a-To do what's right and be the pony I want to be |5|18
71|We'll Make Our Mark|We were searching for our cutie marks -a-For a while there -a-Trying to find out how we fit in -a-So many ways we've tried before -a-But we kept on trying more -a-'Cause the Cutie Mark Crusaders don't give in -a-Now we know what it took all along -a-And our journey here is never really done -a-For it is more than just a mark -a-It's a place for us to start -a-An adventure that has only just begun -a-We'll make our mark -a-Show the world what we can do -a-We'll make our mark -a-Helping fillies to break through -a-To the ultimate reward of a cutie mark -a-I'm so proud of you, little buddy -a-You've taught me a thing or two -a-You've inspired everypony around you -a-And you've inspired me too -a-You've made your mark -a-Done Equestria so proud -a-You've made your mark -a-And we're here to sing it loud -a-For the ultimate reward of your cutie mark -a-We started out just three -a-Crusaders driven to see -a-What we find in our hearts -a-Discover our destiny -a-And here we are, best friends -a-About to start it again -a-An adventure that never will end -a-We'll make our mark -a-Helping fillies most in need -a-We'll make our mark -a-So each one of them succeeds |5|18
72|Equestria, the Land I Love|Equestria, the land I love -a-A land of harmony -a-Our flag does wave from high above -a-For ponykind to see -a-Equestria, a land of friends -a-Where ponykind do roam -a-They say true friendship never ends |5|24
73|The Spectacle|Time for the spectacle -a-Time for the show -a-The lights are bright and the colors glow -a-I'm not just anypony -a-I think you know -a-The time is now, it's about to blow! -a-Razzle dazzle -a-Glitz and glam -a-Turn it all up, it's a spectacle -a-Razzle dazzle -a-Glitz and glam -a-Turn it all up, it's a spectacle -a-Give me more -a-Razzle dazzle -a-Glitter eyes, big surprise -a-Lights, cameras -a-Razzle dazzle -a-Glitz and glam -a-Turn it all up, it's a spectacle -a-Hear the applause -a-Here to impress |5|24
74|The Magic Inside|I'm here to show you who I am -a-Throw off the veil, it's finally time -a-There's more to me than glitz and glam, oh-whoa -a-And now I feel my stars align -a-For I had believed what I was sold -a-I did all the things that I was told -a-But all that has changed, and now I'm bold -a-'Cause I know -a-That I am just a pony -a-I make mistakes from time to time -a-But now I know the real me -a-And put my heart out on the line -a-And let the magic in my heart stay true -a-Whoa-whoa-whoa-whoa -a-And let the magic in my heart stay true -a-Whoa-whoa-whoa-whoa -a-Just like the magic inside of you -a-And now I see those colors -a-Right before my eyes -a-I hear my voice so clearly -a-And I know that it is right -a-They thought I was weak, but I am strong -a-They sold me the world, but they were wrong -a-And now that I'm back, I still belong -a-'Cause I know -a-That I am just a pony -a-I make mistakes from time to time -a-But now I know the real me -a-And put my heart out on the line -a-And let the magic in my heart stay true -a-Whoa-whoa-whoa-whoa -a-And let the magic in my heart stay true -a-Whoa-whoa-whoa-whoa -a-Just like the magic inside of you |5|24
75|Equestria, the Land I Love|Equestria, the land I love -a-A land of harmony -a-Our flag does wave from high above -a-For ponykind to see -a-Equestria, a land of friends -a-Where ponykind do roam -a-They say true friendship never ends |5|24
76|Friends Are Always There For You|I never thought that I would find a place -a-To step right in and start again -a-I never thought that I could just begin -a-Right where I left off and make a friend -a-Don't ever think that it might be too late -a-You don't have to wait, there's no mistakes with the friends you make -a-A friendship's only made of what you bring -a-And if you do it right, you can do anything -a-Just use your eyes -a-This time, no lies -a-Just don't disguise -a-Who you are inside -a-Because your friends are always there for you -a-You don't have to be the same for friendship to be true -a-Because your friends are always there for you -a-Around the world, it's still the same -a-Together you have more to gain -a-There's nothing that a friend won't do -a-Everywhere you go -a-Friendship there will grow -a-When you find it, it's the key -a-Friends can change the world, you see -a-Everywhere you go -a-Friendship there will grow -a-When you find it, it's the key -a-Friends can change the world  -a-Friends can change the world  |5|26
77|Out On My Own|I never imagined myself out on my own -a-Tryin' to find out what's next for me -a-The Cutie Mark Crusaders have always been my home -a-Maybe now there's more that I could be -a-I guess as time goes by -a-Everypony has to go out on their own -a-And maybe someday I'll have to try -a-Somethin' new that's just for me -a-A little somethin' that could be -a-Just my own and I won't feel so left behind -a-We used to say that we'd be always side by side -a-Maybe things are changin' and this could mean goodbye -a-I always thought our friendship was all I'd ever need -a-We've always been crusadin' – what else is there for me? -a-I guess as time goes by -a-Everypony has to go out on their own -a-And maybe someday I'll have to try -a-Somethin' new that's just for me -a-A little somethin' that could be |6|4
